 -0.00319265 -0.0111907
 -0.0311239 -0.773481
 -0.0713537 -1.53348
 -0.12736 -2.29046
 -0.202514 -3.04354
 -0.300222 -3.79159
 -0.423997 -4.53319
 -0.577489 -5.26658
 -0.76451 -5.98952
 -0.988908 -6.69928
 -1.25446 -7.39257
 -1.56465 -8.06559
 -1.92249 -8.71409
 -2.33042 -9.33339
 -2.79025 -9.91847
 -3.30309 -10.4639
 -3.86939 -10.964
 -4.48881 -11.4125
 -5.16025 -11.8027
 -5.88155 -12.1271
 -6.64935 -12.3781
 -7.45894 -12.548
 -8.30413 -12.6291
 -9.17719 -12.614
 -10.0688 -12.4957
 -10.9679 -12.2684
 -11.8621 -11.9271
 -12.7372 -11.4684
 -13.5779 -10.8909
 -14.3675 -10.1951
 -15.0888 -9.38428
 -15.7238 -8.46436
 -16.2547 -7.44445
 -16.6643 -6.33685
 -16.9365 -5.15729
 -17.057 -3.92479
 -17.0143 -2.6616
 -16.7999 -1.39285
 -16.4095 -0.146091
 -15.8437 1.04937
 -15.1081 2.16329
 -14.2141 3.16549
 -13.1793 4.02704
 -12.0271 4.7215
 -10.7866 5.22629
 -9.49237 5.52404
 -8.18285 5.6039
 -6.89973 5.4627
 -5.686 5.10587
 -4.5842 4.54804
 -3.63429 3.81316
 -2.87145 2.93425
 -2.3238 1.95242
 -2.01035 0.915463
 -1.9392 -0.124255
 -2.10618 -1.11234
 -2.49419 -1.99539
 -3.07321 -2.72428
 -3.80128 -3.25747
 -4.62632 -3.56423
 -5.48891 -3.62734
 -6.32585 -3.44516
 -7.07433 -3.03267
 -7.67653 -2.42138
 -8.0842 -1.65796
 -8.26291 -0.801421
 -8.19548 0.0808363
 -7.88428 0.918143
 -7.352 1.64232
 -6.64067 2.19369
 -5.80876 2.52683
 -4.9266 2.61528
 -4.07028 2.45496
 -3.31445 2.06539
 -2.72494 1.4888
 -2.35161 0.786599
 -2.22261 0.0337491
 -2.34052 -0.688853
 -2.6812 -1.30306
 -3.19562 -1.74241
 -3.81478 -1.96016
 -4.45723 -1.93544
 -5.03862 -1.67657
 -5.48214 -1.22079
 -5.72845 -0.630315
 -5.74391 0.0151639
 -5.52564 0.628679
 -5.10266 1.1277
 -4.53247 1.44574
 -3.89352 1.54221
 -3.27408 1.40882
 -2.7593 1.07143
 -2.41818 0.586713
 -2.29257 0.0338421
 -2.39006 -0.497735
 -2.68228 -0.922658
 -3.10911 -1.17384
 -3.58839 -1.21402
 -4.02988 -1.04256
 -4.35099 -0.69589
 -4.49166 -0.241398
 -4.42555 0.234656
 -4.1652 0.643045
 -3.75991 0.908502
 -3.28641 0.984367
 -2.83391 0.861935
 -2.48619 0.572365
 -2.30451 0.180449
 -2.31472 -0.228788
 -2.50177 -0.568075
 -2.81287 -0.766724
 -3.16912 -0.786151
 -3.48312 -0.628482
 -3.67884 -0.336005
 -3.7092 0.018696
 -3.56704 0.349902
 -3.28667 0.579314
 -2.93535 0.655058
 -2.59647 0.564369
 -2.34849 0.336561
 -2.24495 0.0352512
 -2.30073 -0.258411
 -2.48849 -0.467296
 -2.74631 -0.538916
 -2.99496 -0.459475
 -3.1599 -0.257271
 -3.19222 0.00572206
 -3.08223 0.25192
 -2.86177 0.410786
 -2.5943 0.439455
 -2.35555 0.33513
 -2.21036 0.135336
 -2.193 -0.0942342
 -2.29691 -0.280649
 -2.47751 -0.366926
 -2.66715 -0.330031
 -2.79755 -0.187753
 -2.82234 0.00793647
 -2.73215 0.188953
 -2.55705 0.294536
 -2.35535 0.292006
 -2.19267 0.18756
 -2.11855 0.023217
 -2.14904 -0.139073
 -2.26168 -0.240409
 -2.4047 -0.246558
 -2.51704 -0.160116
 -2.55172 -0.0185856
 -2.49342 0.120902
 -2.36361 0.204289
 -2.21108 0.201755
 -2.09175 0.118912
 -2.04593 -0.00647364
 -2.08226 -0.120848
 -2.17517 -0.17749
 -2.27654 -0.155859
 -2.33685 -0.069493
 -2.32648 0.0408871
 -2.24788 0.125943
 -2.13349 0.149696
 -2.03027 0.105087
 -1.97806 0.0161688
 -1.99167 -0.0739329
 -2.05495 -0.123576
 -2.12941 -0.111974
 -2.1732 -0.0482449
 -2.16124 0.0340463
 -2.09665 0.0940142
 -2.00819 0.1037
 -1.93506 0.0613806
 -1.90687 -0.00859561
 -1.92912 -0.0691464
 -1.98132 -0.0899061
 -2.02863 -0.0626325
 -2.04067 -0.00459578
 -2.00734 0.0516032
 -1.94335 0.0760741
 -1.87923 0.0576389
 -1.84402 0.00911282
 -1.84929 -0.0408068
 -1.88353 -0.0642187
 -1.91962 -0.0496758
 -1.93097 -0.00794495
 -1.90676 0.0351935
 -1.85746 0.0545972
 -1.80775 0.0404677
 -1.78118 0.00342679
 -1.78618 -0.0328098
 -1.81167 -0.046389
 -1.83478 -0.0305614
 -1.83551 0.00290104
 -1.80905 0.0319474
 -1.76801 0.0386164
 -1.73357 0.0202255
 -1.72147 -0.00968806
 -1.73208 -0.0309547
 -1.75101 -0.0302849
 -1.75929 -0.00967031
 -1.7463 0.0157457
 -1.71643 0.0285364
 -1.68528 0.0209272
 -1.66843 -0.000404739
 -1.67063 -0.0197265
 -1.68313 -0.0237083
 -1.69053 -0.0106651
 -1.68212 0.00889506
 -1.65925 0.0204772
 -1.6337 0.0162958
 -1.61847 0.000568398
 -1.6182 -0.0142727
 -1.62615 -0.0172761
 -1.62994 -0.00708027
 -1.62123 0.0076188
 -1.60179 0.0152807
 -1.58159 0.0105514
 -1.57056 -0.00195905
 -1.57083 -0.011876
 -1.57555 -0.0115812
 -1.57484 -0.00209691
 -1.56394 0.00826227
 -1.54667 0.0110552
 -1.53186 0.00459638
 -1.52573 -0.0050817
 -1.52692 -0.00970823
 -1.52813 -0.0058185
 -1.52259 0.00263686
 -1.50982 0.00811778
 -1.49559 0.00617292
 -1.48657 -0.000924497
 -1.48446 -0.00659013
 -1.48485 -0.00597637
 -1.48147 -0.000135205
 -1.47195 0.00530935
 -1.45963 0.00550721
 -1.45018 0.000710608
 -1.44629 -0.00430055
 -1.44539 -0.0049102
 -1.44239 -0.000920511
 -1.43459 0.00356795
 -1.42405 0.00430036
 -1.41531 0.000899742
 -1.41089 -0.00304541
 -1.40902 -0.00370246
 -1.40565 -0.00071562
 -1.39855 0.00269507
 -1.38938 0.00314698
 -1.38175 0.000447675
 -1.3775 -0.0024442
 -1.37499 -0.00261264
 -1.37099 -0.00012411
 -1.36409 0.00225897
 -1.35602 0.00210498
 -1.34961 -0.00020462
 -1.34578 -0.00208103
 -1.34273 -0.00159986
 -1.33803 0.000523023
 -1.33123 0.00189005
 -1.32422 0.00110881
 -1.319 -0.000788343
 -1.31549 -0.00164735
 -1.31183 -0.00062555
 -1.30649 0.000985709
 -1.29999 0.00135293
 -1.29413 0.000180875
 -1.28989 -0.00107779
